date,ticker,weight
2025-05-14,AAPL,0.08333333333333333
2025-05-14,AMC,0.08333333333333333
2025-05-14,AMZN,0.08333333333333333
2025-05-14,GME,0.08333333333333333
2025-05-14,GOOGL,0.08333333333333333
2025-05-14,JPM,0.08333333333333333
2025-05-14,META,0.08333333333333333
2025-05-14,MSFT,0.08333333333333333
2025-05-14,NVDA,0.08333333333333333
2025-05-14,SPY,0.08333333333333333
2025-05-14,TSLA,0.08333333333333333
2025-05-14,^GSPC,0.08333333333333333
2025-05-15,AAPL,0.08333333333333333
2025-05-15,AMC,0.08333333333333333
2025-05-15,AMZN,0.08333333333333333
2025-05-15,GME,0.08333333333333333
2025-05-15,GOOGL,0.08333333333333333
2025-05-15,JPM,0.08333333333333333
2025-05-15,META,0.08333333333333333
2025-05-15,MSFT,0.08333333333333333
2025-05-15,NVDA,0.08333333333333333
2025-05-15,SPY,0.08333333333333333
2025-05-15,TSLA,0.08333333333333333
2025-05-15,^GSPC,0.08333333333333333
2025-05-16,AAPL,0.07692307692307693
2025-05-16,AMC,0.07692307692307693
2025-05-16,AMZN,0.07692307692307693
2025-05-16,GME,0.07692307692307693
2025-05-16,GOOGL,0.07692307692307693
2025-05-16,JPM,0.07692307692307693
2025-05-16,META,0.07692307692307693
2025-05-16,MSFT,0.07692307692307693
2025-05-16,NVDA,0.07692307692307693
2025-05-16,SPY,0.07692307692307693
2025-05-16,TSLA,0.07692307692307693
2025-05-16,UNH,0.07692307692307693
2025-05-16,^GSPC,0.07692307692307693
2025-05-19,AAPL,0.07692307692307693
2025-05-19,AMC,0.07692307692307693
2025-05-19,AMZN,0.07692307692307693
2025-05-19,GME,0.07692307692307693
2025-05-19,GOOGL,0.07692307692307693
2025-05-19,JPM,0.07692307692307693
2025-05-19,META,0.07692307692307693
2025-05-19,MSFT,0.07692307692307693
2025-05-19,NVDA,0.07692307692307693
2025-05-19,SPY,0.07692307692307693
2025-05-19,TSLA,0.07692307692307693
2025-05-19,UNH,0.07692307692307693
2025-05-19,^GSPC,0.07692307692307693
2025-05-20,AAPL,0.07692307692307693
2025-05-20,AMC,0.07692307692307693
2025-05-20,AMZN,0.07692307692307693
2025-05-20,GME,0.07692307692307693
2025-05-20,GOOGL,0.07692307692307693
2025-05-20,JPM,0.07692307692307693
2025-05-20,META,0.07692307692307693
2025-05-20,MSFT,0.07692307692307693
2025-05-20,NVDA,0.07692307692307693
2025-05-20,SPY,0.07692307692307693
2025-05-20,TSLA,0.07692307692307693
2025-05-20,UNH,0.07692307692307693
2025-05-20,^GSPC,0.07692307692307693
2025-05-21,AAPL,0.07692307692307693
2025-05-21,AMC,0.07692307692307693
2025-05-21,AMZN,0.07692307692307693
2025-05-21,GME,0.07692307692307693
2025-05-21,GOOGL,0.07692307692307693
2025-05-21,JPM,0.07692307692307693
2025-05-21,META,0.07692307692307693
2025-05-21,MSFT,0.07692307692307693
2025-05-21,NVDA,0.07692307692307693
2025-05-21,SPY,0.07692307692307693
2025-05-21,TSLA,0.07692307692307693
2025-05-21,UNH,0.07692307692307693
2025-05-21,^GSPC,0.07692307692307693
2025-05-22,AAPL,0.09090909090909091
2025-05-22,AMZN,0.09090909090909091
2025-05-22,GOOGL,0.09090909090909091
2025-05-22,JPM,0.09090909090909091
2025-05-22,META,0.09090909090909091
2025-05-22,MSFT,0.09090909090909091
2025-05-22,NVDA,0.09090909090909091
2025-05-22,SPY,0.09090909090909091
2025-05-22,TSLA,0.09090909090909091
2025-05-22,UNH,0.09090909090909091
2025-05-22,^GSPC,0.09090909090909091
2025-05-23,AAPL,0.07692307692307693
2025-05-23,AMC,0.07692307692307693
2025-05-23,AMZN,0.07692307692307693
2025-05-23,GME,0.07692307692307693
2025-05-23,GOOGL,0.07692307692307693
2025-05-23,JPM,0.07692307692307693
2025-05-23,META,0.07692307692307693
2025-05-23,MSFT,0.07692307692307693
2025-05-23,NVDA,0.07692307692307693
2025-05-23,SPY,0.07692307692307693
2025-05-23,TSLA,0.07692307692307693
2025-05-23,UNH,0.07692307692307693
2025-05-23,^GSPC,0.07692307692307693
2025-05-27,AAPL,0.08333333333333333
2025-05-27,AMZN,0.08333333333333333
2025-05-27,GME,0.08333333333333333
2025-05-27,GOOGL,0.08333333333333333
2025-05-27,JPM,0.08333333333333333
2025-05-27,META,0.08333333333333333
2025-05-27,MSFT,0.08333333333333333
2025-05-27,NVDA,0.08333333333333333
2025-05-27,SPY,0.08333333333333333
2025-05-27,TSLA,0.08333333333333333
2025-05-27,UNH,0.08333333333333333
2025-05-27,^GSPC,0.08333333333333333
2025-05-28,AAPL,0.09090909090909091
2025-05-28,AMZN,0.09090909090909091
2025-05-28,GOOGL,0.09090909090909091
2025-05-28,JPM,0.09090909090909091
2025-05-28,META,0.09090909090909091
2025-05-28,MSFT,0.09090909090909091
2025-05-28,NVDA,0.09090909090909091
2025-05-28,SPY,0.09090909090909091
2025-05-28,TSLA,0.09090909090909091
2025-05-28,UNH,0.09090909090909091
2025-05-28,^GSPC,0.09090909090909091
2025-05-29,AAPL,0.08333333333333333
2025-05-29,AMC,0.08333333333333333
2025-05-29,AMZN,0.08333333333333333
2025-05-29,GOOGL,0.08333333333333333
2025-05-29,JPM,0.08333333333333333
2025-05-29,META,0.08333333333333333
2025-05-29,MSFT,0.08333333333333333
2025-05-29,NVDA,0.08333333333333333
2025-05-29,SPY,0.08333333333333333
2025-05-29,TSLA,0.08333333333333333
2025-05-29,UNH,0.08333333333333333
2025-05-29,^GSPC,0.08333333333333333
2025-05-30,AAPL,0.07692307692307693
2025-05-30,AMC,0.07692307692307693
2025-05-30,AMZN,0.07692307692307693
2025-05-30,GME,0.07692307692307693
2025-05-30,GOOGL,0.07692307692307693
2025-05-30,JPM,0.07692307692307693
2025-05-30,META,0.07692307692307693
2025-05-30,MSFT,0.07692307692307693
2025-05-30,NVDA,0.07692307692307693
2025-05-30,SPY,0.07692307692307693
2025-05-30,TSLA,0.07692307692307693
2025-05-30,UNH,0.07692307692307693
2025-05-30,^GSPC,0.07692307692307693
2025-06-02,AAPL,0.07692307692307693
2025-06-02,AMC,0.07692307692307693
2025-06-02,AMZN,0.07692307692307693
2025-06-02,GME,0.07692307692307693
2025-06-02,GOOGL,0.07692307692307693
2025-06-02,JPM,0.07692307692307693
2025-06-02,META,0.07692307692307693
2025-06-02,MSFT,0.07692307692307693
2025-06-02,NVDA,0.07692307692307693
2025-06-02,SPY,0.07692307692307693
2025-06-02,TSLA,0.07692307692307693
2025-06-02,UNH,0.07692307692307693
2025-06-02,^GSPC,0.07692307692307693
2025-06-03,AAPL,0.07692307692307693
2025-06-03,AMC,0.07692307692307693
2025-06-03,AMZN,0.07692307692307693
2025-06-03,GME,0.07692307692307693
2025-06-03,GOOGL,0.07692307692307693
2025-06-03,JPM,0.07692307692307693
2025-06-03,META,0.07692307692307693
2025-06-03,MSFT,0.07692307692307693
2025-06-03,NVDA,0.07692307692307693
2025-06-03,SPY,0.07692307692307693
2025-06-03,TSLA,0.07692307692307693
2025-06-03,UNH,0.07692307692307693
2025-06-03,^GSPC,0.07692307692307693
2025-06-04,AAPL,0.07692307692307693
2025-06-04,AMC,0.07692307692307693
2025-06-04,AMZN,0.07692307692307693
2025-06-04,GME,0.07692307692307693
2025-06-04,GOOGL,0.07692307692307693
2025-06-04,JPM,0.07692307692307693
